ti,tf,T,S,Archivo,Corriente
773,773,1,0.006909304683987427,24,-0.030112
830,830,1,0.016366642405363008,24,-0.030498
843,843,1,0.009929675151196027,24,-0.030586
947,947,1,0.008212675506229505,24,-0.031291
302,302,1,0.007756891396776017,25,-0.026918
323,323,1,0.011055048767739939,25,-0.02706
401,401,1,0.006938437607365039,25,-0.027589
446,447,2,0.03312246950082201,25,-0.027894
501,502,2,0.12053011503013505,25,-0.028267
587,588,2,0.07112712552296091,25,-0.02885
598,599,2,0.0739535710395332,25,-0.028925
617,618,2,0.31501059892273087,25,-0.029054
679,679,1,0.00905859054560898,25,-0.029474
695,695,1,0.010094877389489887,25,-0.029583
748,748,1,0.010650894348219642,25,-0.029942
776,776,1,0.013783161944125988,25,-0.030132
799,799,1,0.01600941179351012,25,-0.030288
807,807,1,0.013712742386384758,25,-0.030342
809,809,1,0.009541552526529218,25,-0.030356
852,852,1,0.008385764968364406,25,-0.030647
907,907,1,0.011410235382118494,25,-0.03102
979,979,1,0.005545037175292311,25,-0.031508
146,146,1,0.008173463927333285,26,-0.02586
155,155,1,0.007557588432231671,26,-0.025921
184,184,1,0.00862811696746281,26,-0.026118
327,327,1,0.012200194839051992,26,-0.027087
359,359,1,0.007455595219582695,26,-0.027304
367,367,1,0.007411916511923605,26,-0.027359
371,371,1,0.010298284410131642,26,-0.027386
386,386,1,0.03654046912304135,26,-0.027487
400,400,1,0.009676062924781209,26,-0.027582
409,409,1,0.01461169971917567,26,-0.027643
430,430,1,0.006998998362620135,26,-0.027786
474,474,1,0.008471553955781641,26,-0.028084
478,478,1,0.010638852553489286,26,-0.028111
497,497,1,0.09763291705161864,26,-0.02824
536,536,1,0.01868968450709374,26,-0.028504
571,572,2,0.25728939888036145,26,-0.028742
602,602,1,0.008740801172693269,26,-0.028952
623,623,1,0.02781561868259541,26,-0.029094
683,683,1,0.014809711766266331,26,-0.029501
706,706,1,0.12921325157106145,26,-0.029657
711,711,1,0.011668332250894031,26,-0.029691
736,737,2,0.05841869928924903,26,-0.029861
804,804,1,0.010152269463323593,26,-0.030322
975,975,1,0.010736014809597516,26,-0.031481
147,147,1,0.007552098098916049,27,-0.025867
178,178,1,0.006996255123647294,27,-0.026077
357,357,1,0.007372878841838071,27,-0.027291
362,362,1,0.007704283828801922,27,-0.027325
426,427,2,0.013731457572059763,27,-0.027759
490,490,1,0.012035375161709244,27,-0.028193
494,495,2,0.1032256779206571,27,-0.02822
501,502,2,0.10192038740238724,27,-0.028267
546,546,1,0.02307333259524924,27,-0.028572
563,564,2,0.04017108857092777,27,-0.028688
590,590,1,0.007283499921111436,27,-0.028871
597,598,2,0.09901300755074105,27,-0.028918
622,624,3,0.19104818946072977,27,-0.029088
665,665,1,0.011334104838352843,27,-0.029379
686,686,1,0.00963036835704989,27,-0.029522
694,695,2,0.020354997439279043,27,-0.029576
748,748,1,0.008139100199904159,27,-0.029942
756,756,1,0.010456682314718413,27,-0.029996
785,787,3,0.048767668791739216,27,-0.030193
916,916,1,0.010944887187815389,27,-0.031081
959,959,1,0.0097741400373077,27,-0.031373
